"POS
NAL.","POS
DPTO","COD
ICFES",INSTITUCION,MUNICIPIO,NATURALEZA,JORNADA,EVALUADOS,PG  2022,PG 2021,"VARIACIÓN
PG",LC 2022,LC 2021,"VARIACIÓN
LC",MAT 2022,MAT 2021,"VARIACIÓN
MAT",SYC 2022,SYC 2021,"VARIACIÓN
SYC",CN 2022,CN 2021,"VARIACIÓN
CN",ING 2022,ING 2021,"VARIACIÓN
ING"
6067,411,671313,FRAY JOSE JOAQUIN ESCOBAR,TORO,OFICIAL,ÚNICA,37,243.1,237.0,6.1,51,52.0,-1.0,49,47.0,2.0,47,45.0,2.0,48,46.0,2.0,47,46.0,1.0
6088,412,267021,INSTITUCION EDUCATIVA REPUBLICA DE ISRAEL,CALI,OFICIAL,ÚNICA,93,243.1,259.0,-15.9,53,56.0,-3.0,48,52.0,-4.0,46,50.0,-4.0,47,49.0,-2.0,50,52.0,-2.0
6091,413,79186,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL LUZ HAYDEE
GUERRERO MOLINA - SEDE PRINCIPAL",CALI,OFICIAL,TARDE,18,243.1,241.0,2.1,52,53.0,-1.0,49,48.0,1.0,47,45.0,2.0,46,47.0,-1.0,50,48.0,2.0
6096,415,273094,JUAN XXIII,YUMBO,OFICIAL,MAÑANA,56,243.1,240.0,3.1,52,53.0,-1.0,48,46.0,2.0,47,46.0,1.0,48,47.0,1.0,47,48.0,-1.0
6098,416,62265,LIC MODERNO CIUDAD DE CALI,CALI,NO OFICIAL,MAÑANA,3,243.1,217.0,26.1,53,45.0,8.0,50,45.0,5.0,44,41.0,3.0,46,43.0,3.0,53,43.0,10.0
6113,417,118752,CENTRO DOCENTE LA ESPERANZA,BUENAVENTURA,NO OFICIAL,TARDE,8,242.7,225.0,17.7,54,47.0,7.0,47,46.0,1.0,48,47.0,1.0,44,40.0,4.0,52,45.0,7.0
6118,418,117887,COLEGIO EMPRESARIAL MODERNO - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,15,242.7,250.0,-7.3,53,54.0,-1.0,48,51.0,-3.0,46,47.0,-1.0,46,47.0,-1.0,52,52.0,0.0
6150,419,718924,INSTITUCION EDUCATIVA LA ESPERANZA,CALI,OFICIAL,ÚNICA,30,242.7,246.0,-3.3,51,53.0,-2.0,49,49.0,0.0,48,48.0,0.0,47,48.0,-1.0,46,45.0,1.0
6155,420,736496,"INSTITUCION EDUCATIVA TECNICO INDUSTRIAL CARLOS HOLGUIN
MALLARINO - SEDE PRINCIPAL",CALI,OFICIAL,ÚNICA,63,242.7,236.0,6.7,50,50.0,0.0,48,48.0,0.0,48,44.0,4.0,49,47.0,2.0,46,47.0,-1.0
6162,421,24364,NACIONAL ACADEMICO,CARTAGO,OFICIAL,TARDE,21,242.7,230.0,12.7,52,47.0,5.0,48,47.0,1.0,47,44.0,3.0,47,46.0,1.0,49,45.0,4.0
6194,422,722595,IE ANGEL CUADROS - SEDE PRINCIPAL,GUADALAJARA DE BUGA,OFICIAL,ÚNICA,23,242.3,248.0,-5.7,50,53.0,-3.0,52,52.0,0.0,44,46.0,-2.0,49,48.0,1.0,45,49.0,-4.0
6202,423,267567,INSTITUCION EDUCATIVA MANUEL MARIA MALLARINO,CALI,OFICIAL,ÚNICA,82,242.3,245.0,-2.7,53,54.0,-1.0,49,48.0,1.0,46,47.0,-1.0,45,46.0,-1.0,51,52.0,-1.0
6209,424,95349,LIC MIX EMPERADOR DE CALI,CALI,NO OFICIAL,MAÑANA,41,242.3,235.0,7.3,51,50.0,1.0,48,47.0,1.0,47,45.0,2.0,47,46.0,1.0,51,46.0,5.0
6210,425,748269,MANUEL MARIA SANCHEZ,YUMBO,OFICIAL,ÚNICA,21,242.3,231.0,11.3,52,51.0,1.0,48,46.0,2.0,47,43.0,4.0,49,46.0,3.0,42,43.0,-1.0
6223,426,735647,SEDE PRINCIPAL UNIDAD DOCENTE JOVITA SANTA COLOMA,TULUÁ,OFICIAL,ÚNICA,33,242.3,236.0,6.3,52,51.0,1.0,50,47.0,3.0,45,45.0,0.0,47,46.0,1.0,48,46.0,2.0
6232,427,645051,COLEGIO DE LAS AGUAS MONTEBELLO,CALI,NO OFICIAL,COMPLETA,27,241.9,237.0,4.9,51,52.0,-1.0,49,47.0,2.0,47,46.0,1.0,47,45.0,2.0,47,46.0,1.0
6256,428,106021,INSTITUTO EDUCATIVO ALFA,CALI,NO OFICIAL,COMPLETA,27,241.9,233.0,8.9,54,51.0,3.0,46,47.0,-1.0,46,43.0,3.0,48,45.0,3.0,47,47.0,0.0
6259,429,19075,LICEO COMERCIAL,YUMBO,OFICIAL,MAÑANA,118,241.9,235.0,6.9,51,51.0,0.0,48,47.0,1.0,47,45.0,2.0,48,46.0,2.0,47,45.0,2.0
6260,430,559997,MANUELA BELTRAN,FLORIDA,OFICIAL,MAÑANA,9,241.9,192.0,49.9,49,39.0,10.0,51,43.0,8.0,48,34.0,14.0,47,40.0,7.0,44,31.0,13.0
6283,432,105635,COLEGIO LAS PALMAS,CALI,NO OFICIAL,MAÑANA,17,241.5,234.0,7.5,50,50.0,0.0,51,48.0,3.0,44,42.0,2.0,49,48.0,1.0,46,45.0,1.0
6290,433,111468,GIMNASIO DEL DAGUA QUEREMAL,DAGUA,OFICIAL,MAÑANA,43,241.5,233.0,8.5,52,51.0,1.0,46,47.0,-1.0,47,44.0,3.0,49,45.0,4.0,46,44.0,2.0
6294,434,95042,I.E. OCCIDENTE - SEDE PRINCIPAL,TULUÁ,OFICIAL,MAÑANA,207,241.5,235.0,6.5,52,51.0,1.0,49,47.0,2.0,45,45.0,0.0,48,46.0,2.0,46,44.0,2.0
6318,435,755348,MANUELA BELTRAN,GUACARÍ,OFICIAL,COMPLETA,38,241.5,233.0,8.5,51,50.0,1.0,50,48.0,2.0,45,44.0,1.0,47,46.0,1.0,49,43.0,6.0
6323,436,270751,SEDE PRESBITERO ANGEL MARIA CAMACHO,JAMUNDÍ,OFICIAL,TARDE,64,241.5,239.0,2.5,52,51.0,1.0,49,48.0,1.0,45,45.0,0.0,48,48.0,0.0,46,46.0,0.0
6331,437,727602,CIUDAD DE CALI,CALI,OFICIAL,ÚNICA,86,241.2,248.0,-6.8,52,54.0,-2.0,48,50.0,-2.0,46,47.0,-1.0,47,48.0,-1.0,48,49.0,-1.0
6334,438,100644,"COL DE BACHILLERATO TÉCNICO COMERCIAL HARGADÓN EL PLACER -
SEDE PRINCIPAL",EL CERRITO,NO OFICIAL,MAÑANA,13,241.2,226.0,15.2,54,47.0,7.0,49,46.0,3.0,44,43.0,1.0,46,45.0,1.0,48,45.0,3.0
6341,439,109918,"COLEGIO COMUNITARIO TECNICO INDUSTRIAL UNIDAD
BOLIVARIANA",CALI,NO OFICIAL,MAÑANA,19,241.2,239.0,2.2,53,54.0,-1.0,46,46.0,0.0,47,45.0,2.0,47,46.0,1.0,48,49.0,-1.0
6344,440,58842,HERNANDO LLORENTE ARROYO,RIOFRÍO,OFICIAL,MAÑANA,44,241.2,247.0,-5.8,51,52.0,-1.0,47,51.0,-4.0,47,47.0,0.0,49,49.0,0.0,45,44.0,1.0
6366,441,170225,INSTITUTO LA RIVERA,CALI,NO OFICIAL,MAÑANA,31,241.2,230.0,11.2,53,50.0,3.0,48,47.0,1.0,43,41.0,2.0,48,46.0,2.0,51,46.0,5.0
6369,442,89292,JULIAN TRUJILLO - ANDINAPOLIS,TRUJILLO,OFICIAL,MAÑANA,14,241.2,229.0,12.2,52,49.0,3.0,50,46.0,4.0,44,43.0,1.0,47,45.0,2.0,48,47.0,1.0
6370,443,154948,LA INSTITUCIÓN EDUCATIVA LICEO MIXTO EMPERADOR DE CALI,CALI,NO OFICIAL,MAÑANA,33,241.2,208.0,33.2,53,47.0,6.0,47,37.0,10.0,47,41.0,6.0,45,41.0,4.0,51,42.0,9.0
6373,444,112086,MANUELA BELTRAN,GINEBRA,OFICIAL,MAÑANA,51,241.2,213.0,28.2,52,46.0,6.0,49,44.0,5.0,45,38.0,7.0,47,42.0,5.0,48,44.0,4.0
6374,445,169151,POLICARPA SALAVAARRIETA,DAGUA,OFICIAL,MAÑANA,2,241.2,235.0,6.2,56,48.0,8.0,51,53.0,-2.0,48,43.0,5.0,42,46.0,-4.0,36,42.0,-6.0
6380,446,744565,SEDE NUESTRA SEÑORA DEL CARMEN,CALI,OFICIAL,ÚNICA,31,241.2,213.0,28.2,53,47.0,6.0,47,39.0,8.0,47,41.0,6.0,47,43.0,4.0,45,43.0,2.0
6384,447,556647,TULIO ENRIQUE TASCON CHAMBIMBAL - SEDE PRINCIPAL,GUADALAJARA DE BUGA,OFICIAL,ÚNICA,17,241.2,216.0,25.2,50,46.0,4.0,51,44.0,7.0,45,38.0,7.0,47,45.0,2.0,48,43.0,5.0
6386,448,557165,ANTONIO NARIÑO LA URIBE,BUGALAGRANDE,OFICIAL,MAÑANA,12,240.8,220.0,20.8,50,47.0,3.0,49,45.0,4.0,47,42.0,5.0,48,44.0,4.0,44,37.0,7.0
6387,449,695148,ANTONIO SALAZAR,JAMUNDÍ,OFICIAL,ÚNICA,11,240.8,185.0,55.8,52,38.0,14.0,48,33.0,15.0,47,35.0,12.0,48,42.0,6.0,41,38.0,3.0
6395,450,628362,COLEGIO HERNANDO CAICEDO,CALI,NO OFICIAL,MAÑANA,12,240.8,230.0,10.8,52,50.0,2.0,46,43.0,3.0,47,45.0,2.0,47,46.0,1.0,50,45.0,5.0
6423,451,741777,INSTITUCION EDUCATIVA RAFAEL NUÑEZ - SEDE PRINCIPAL,FLORIDA,NO OFICIAL,MAÑANA,12,240.8,253.0,-12.2,50,56.0,-6.0,47,49.0,-2.0,49,48.0,1.0,47,50.0,-3.0,47,50.0,-3.0
6426,452,58750,INSTITUTO JUAN XXIII - SEDE PRINCIPAL,BUENAVENTURA,NO OFICIAL,MAÑANA,27,240.8,232.0,8.8,51,49.0,2.0,48,47.0,1.0,47,44.0,3.0,46,45.0,1.0,50,48.0,2.0
6440,453,722199,ANTONIO JOSE DE SUCRE,VIJES,OFICIAL,ÚNICA,17,240.4,219.0,21.4,49,46.0,3.0,49,44.0,5.0,46,40.0,6.0,50,45.0,5.0,43,45.0,-2.0
6446,454,79152,COL BAUTISTA DE YUMBO,YUMBO,NO OFICIAL,COMPLETA,25,240.4,248.0,-7.6,52,53.0,-1.0,47,48.0,-1.0,45,48.0,-3.0,47,48.0,-1.0,52,53.0,-1.0
6469,455,119818,INST LOS ANGELES DE DIOS,CALI,NO OFICIAL,MAÑANA,52,240.4,243.0,-2.6,53,52.0,1.0,45,49.0,-4.0,49,48.0,1.0,46,46.0,0.0,46,47.0,-1.0
6484,457,17921,SAN JOSÉ,ALCALÁ,OFICIAL,MAÑANA,54,240.4,216.0,24.4,52,47.0,5.0,48,43.0,5.0,48,41.0,7.0,46,42.0,4.0,43,43.0,0.0
6491,458,111633,SEDE PRINCIPAL  NO. 3 TOMAS URIBE URIBE,TULUÁ,OFICIAL,MAÑANA,81,240.4,233.0,7.4,52,52.0,0.0,47,46.0,1.0,47,44.0,3.0,47,45.0,2.0,46,46.0,0.0
6492,459,70748,TABLONES,PALMIRA,OFICIAL,MAÑANA,38,240.4,231.0,9.4,51,50.0,1.0,49,46.0,3.0,45,43.0,2.0,48,47.0,1.0,46,42.0,4.0
6512,460,149831,INSTITUCION EDUCATIVA CAMILO TORRES,RIOFRÍO,OFICIAL,MAÑANA,7,240.0,221.0,19.0,51,46.0,5.0,50,44.0,6.0,45,40.0,5.0,47,47.0,0.0,45,43.0,2.0
6518,461,709154,INSTITUCION EDUCATIVA VICENTE BORRERO COSTA,CALI,OFICIAL,ÚNICA,82,240.0,232.0,8.0,52,51.0,1.0,49,45.0,4.0,45,45.0,0.0,46,45.0,1.0,48,44.0,4.0
6519,462,106872,LICEO COLOMBO IRLANDES,CALI,NO OFICIAL,MAÑANA,29,240.0,243.0,-3.0,52,51.0,1.0,48,50.0,-2.0,45,46.0,-1.0,47,48.0,-1.0,48,47.0,1.0
6521,463,710418,MIGUEL CAMACHO PEREA,CALI,OFICIAL,ÚNICA,31,240.0,221.0,19.0,52,47.0,5.0,48,45.0,3.0,48,41.0,7.0,45,44.0,1.0,45,44.0,1.0
6544,466,124131,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,CALI,OFICIAL,MAÑANA,136,239.6,241.0,-1.4,51,52.0,-1.0,49,48.0,1.0,45,46.0,-1.0,47,47.0,0.0,47,48.0,-1.0
6549,467,755199,"INSTITUCION EDUCATIVA FRANCISCO JOSE LLOREDA MERA - SEDE
PRINCIPAL",CALI,OFICIAL,ÚNICA,116,239.6,243.0,-3.4,52,53.0,-1.0,47,47.0,0.0,46,48.0,-2.0,47,47.0,0.0,47,48.0,-1.0
6550,468,663161,INSTITUCION EDUCATIVA JUAN MARIA CESPEDES,TULUÁ,OFICIAL,ÚNICA,150,239.6,226.0,13.6,52,50.0,2.0,48,45.0,3.0,45,43.0,2.0,47,43.0,4.0,47,44.0,3.0
6558,469,19067,MAYOR DE YUMBO,YUMBO,OFICIAL,MAÑANA,74,239.6,225.0,14.6,51,49.0,2.0,49,45.0,4.0,44,43.0,1.0,48,44.0,4.0,47,43.0,4.0
6559,470,143818,MIGUEL ANTONIO CARO,DAGUA,OFICIAL,MAÑANA,2,239.6,181.0,58.6,51,39.0,12.0,40,38.0,2.0,50,33.0,17.0,51,35.0,16.0,47,36.0,11.0
6560,471,18481,MIGUEL DE CERVANTES SAAVEDRA,GUACARÍ,OFICIAL,MAÑANA,153,239.6,237.0,2.6,51,51.0,0.0,48,49.0,-1.0,46,44.0,2.0,47,46.0,1.0,47,45.0,2.0
6564,472,563403,BELISARIO PEÑA PIÑEIRO- CAJAMARCA,ROLDANILLO,OFICIAL,MAÑANA,39,239.2,230.0,9.2,50,49.0,1.0,50,48.0,2.0,44,44.0,0.0,48,44.0,4.0,46,42.0,4.0
6588,473,31294,INSTITUCION EDUCATIVA  JOSE HOLGUIN GARCES - SEDE PRINCIPAL,CALI,OFICIAL,MAÑANA,102,239.2,239.0,0.2,53,53.0,0.0,46,47.0,-1.0,45,45.0,0.0,48,46.0,2.0,46,49.0,-3.0
6598,474,34744,INSTITUTO PROMOCION SOCIAL,LA CUMBRE,OFICIAL,MAÑANA,15,239.2,237.0,2.2,51,50.0,1.0,47,48.0,-1.0,47,44.0,3.0,46,48.0,-2.0,49,47.0,2.0
6617,475,270199,CIUDAD DE CARTAGO,CARTAGO,OFICIAL,ÚNICA,42,238.8,231.0,7.8,51,49.0,2.0,47,46.0,1.0,46,44.0,2.0,47,45.0,2.0,48,48.0,0.0
6644,477,24448,INSTITUCION EDUCATIVA TECNICA CIUDAD DE CALI,CALI,OFICIAL,MAÑANA,127,238.8,243.0,-4.2,51,52.0,-1.0,49,48.0,1.0,45,47.0,-2.0,46,47.0,-1.0,48,49.0,-1.0
6658,478,754564,ADAN CORDOVEZ CORDOBA,CALI,OFICIAL,ÚNICA,25,238.5,235.0,3.5,51,52.0,-1.0,48,46.0,2.0,45,44.0,1.0,47,46.0,1.0,47,46.0,1.0
6661,479,105783,COL MIX PEDRO MORALES PINO,CALI,NO OFICIAL,TARDE,13,238.5,237.0,1.5,51,50.0,1.0,48,47.0,1.0,45,45.0,0.0,47,47.0,0.0,47,48.0,-1.0
6662,480,53033,COLEGIO CESAR CONTO - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,66,238.5,227.0,11.5,52,48.0,4.0,47,44.0,3.0,46,44.0,2.0,46,46.0,0.0,47,43.0,4.0
6667,481,136960,GABRIELA MISTRAL,YOTOCO,OFICIAL,TARDE,16,238.5,227.0,11.5,52,48.0,4.0,46,43.0,3.0,48,45.0,3.0,46,45.0,1.0,44,47.0,-3.0
6676,482,84442,"INSTITUCION EDUCATIVA DIOCESANA JESUS ADOLESCENTE - SEDE
PRINCIPAL",BUENAVENTURA,OFICIAL,MAÑANA,110,238.5,233.0,5.5,52,51.0,1.0,46,47.0,-1.0,46,44.0,2.0,47,45.0,2.0,47,46.0,1.0
6680,483,658195,INSTITUCION EDUCATIVA JUAN PABLO II - SEDE PRINCIPAL,CALI,OFICIAL,MAÑANA,29,238.5,243.0,-4.5,50,51.0,-1.0,50,49.0,1.0,46,46.0,0.0,46,49.0,-3.0,44,48.0,-4.0
6686,484,273102,JOHN F. KENNEDY,YUMBO,OFICIAL,MAÑANA,48,238.5,222.0,16.5,51,49.0,2.0,48,43.0,5.0,45,43.0,2.0,47,43.0,4.0,47,43.0,4.0
6688,485,124560,MAGDALENA ORTEGA,LA UNIÓN,OFICIAL,MAÑANA,55,238.5,226.0,12.5,52,49.0,3.0,48,45.0,3.0,45,42.0,3.0,46,45.0,1.0,47,45.0,2.0
6690,486,563940,SATELITE GENERAL SANTANDER,SEVILLA,OFICIAL,MAÑANA,15,238.5,242.0,-3.5,49,53.0,-4.0,49,47.0,2.0,46,47.0,-1.0,47,48.0,-1.0,47,44.0,3.0
6725,488,101063,INST NAL DE TECNOLOGIA EMPRESARIAL INTE,PALMIRA,NO OFICIAL,MAÑANA,51,238.1,241.0,-2.9,50,53.0,-3.0,47,46.0,1.0,45,47.0,-2.0,48,47.0,1.0,49,48.0,1.0
6727,489,39412,"INSTITUCIÓN EDUCATIVA CARLOS HOLGUIN LLOREDA - SEDE
PRINCIPAL",CALI,OFICIAL,TARDE,26,238.1,242.0,-3.9,52,51.0,1.0,49,50.0,-1.0,46,46.0,0.0,45,47.0,-2.0,43,47.0,-4.0
6733,490,706473,INSTITUCION EDUCATIVA LLANO VERDE  - SEDE PRINCIPAL,CALI,OFICIAL,MAÑANA,97,238.1,237.0,1.1,52,51.0,1.0,46,48.0,-2.0,46,43.0,3.0,47,49.0,-2.0,46,43.0,3.0
6740,491,736538,MIGUEL DE POMBO,CALI,OFICIAL,ÚNICA,34,238.1,247.0,-8.9,51,53.0,-2.0,49,51.0,-2.0,44,46.0,-2.0,46,48.0,-2.0,49,47.0,2.0
6741,492,39339,SAGRADA FAMILIA,CANDELARIA,OFICIAL,MAÑANA,225,238.1,237.0,1.1,51,51.0,0.0,48,48.0,0.0,44,45.0,-1.0,48,46.0,2.0,46,45.0,1.0
6743,493,754176,SEDE MARIA INMACULADA,JAMUNDÍ,OFICIAL,ÚNICA,26,238.1,247.0,-8.9,52,53.0,-1.0,45,51.0,-6.0,46,46.0,0.0,48,48.0,0.0,46,49.0,-3.0
6787,495,270298,LA PRESENTACIÓN,EL CAIRO,OFICIAL,MAÑANA,25,237.7,236.0,1.7,51,50.0,1.0,48,48.0,0.0,46,45.0,1.0,46,47.0,-1.0,45,43.0,2.0
6794,496,165555,LICEO SANTA INES VALLEGRANDE,CALI,NO OFICIAL,COMPLETA,30,237.7,222.0,15.7,53,49.0,4.0,45,43.0,2.0,47,43.0,4.0,45,43.0,2.0,48,43.0,5.0
6796,497,117903,PAULO VI,PALMIRA,OFICIAL,MAÑANA,50,237.7,239.0,-1.3,50,50.0,0.0,49,50.0,-1.0,44,43.0,1.0,47,48.0,-1.0,48,49.0,-1.0
6797,498,565432,ROSA ZARATE DE PEÑA,VERSALLES,OFICIAL,MAÑANA,9,237.7,217.0,20.7,48,49.0,-1.0,51,45.0,6.0,45,41.0,4.0,46,40.0,6.0,48,38.0,10.0
6814,499,17947,ELEAZAR LIBREROS SALAMANCA,ANDALUCÍA,OFICIAL,MAÑANA,143,237.3,247.0,-9.7,52,53.0,-1.0,47,49.0,-2.0,46,48.0,-2.0,45,48.0,-3.0,47,49.0,-2.0
6835,501,273029,JORGE ROBLEDO,VIJES,OFICIAL,MAÑANA,70,237.3,225.0,12.3,51,49.0,2.0,48,45.0,3.0,45,41.0,4.0,46,45.0,1.0,47,45.0,2.0
6845,502,162958,"INSTITUCION EDUCATIVA MONSEÑOR RAMON ARCILA - SEDE
PRINCIPAL",CALI,OFICIAL,TARDE,87,236.9,234.0,2.9,53,52.0,1.0,46,45.0,1.0,46,45.0,1.0,45,46.0,-1.0,46,45.0,1.0
6848,503,270165,CENTRO DE DESARROLLO VECINAL,CARTAGO,OFICIAL,MAÑANA,49,236.9,228.0,8.9,51,49.0,2.0,47,46.0,1.0,46,43.0,3.0,46,45.0,1.0,46,43.0,3.0
6876,505,742726,INSTITUCION EDUCATIVA CRISTOBAL COLON - SEDE PRINCIPAL,CALI,OFICIAL,ÚNICA,48,236.9,222.0,14.9,50,48.0,2.0,48,43.0,5.0,45,43.0,2.0,47,43.0,4.0,46,46.0,0.0
6883,506,553552,INSTITUCION EDUCATIVA EL HORMIGUERO - PANTANO DE VARGAS,CALI,OFICIAL,ÚNICA,34,236.9,232.0,4.9,51,50.0,1.0,47,44.0,3.0,46,46.0,0.0,46,46.0,0.0,46,46.0,0.0
6891,507,17509,INSTITUTO CENTRAL DEL COMERCIO Y BACHILLERATO,CALI,NO OFICIAL,MAÑANA,55,236.9,240.0,-3.1,51,51.0,0.0,47,47.0,0.0,45,48.0,-3.0,46,46.0,0.0,49,47.0,2.0
6893,508,160556,INSTITUTO POLITÉCNICO COMUNA 21 - SEDE PRINCIPAL,CALI,NO OFICIAL,MAÑANA,5,236.9,208.0,28.9,52,47.0,5.0,47,40.0,7.0,44,40.0,4.0,45,39.0,6.0,52,44.0,8.0
6896,509,566018,JOSE ANTONIO GALAN DEL PEDREGAL,YUMBO,OFICIAL,MAÑANA,12,236.9,217.0,19.9,50,49.0,1.0,48,45.0,3.0,43,39.0,4.0,50,41.0,9.0,43,43.0,0.0
6897,510,130799,JUAN DE DIOS GIRON,LA UNIÓN,OFICIAL,MAÑANA,39,236.9,238.0,-1.1,51,51.0,0.0,47,48.0,-1.0,44,45.0,-1.0,47,47.0,0.0,49,45.0,4.0
6898,511,95141,LICEO CALIMIO DESEPAZ,CALI,NO OFICIAL,MAÑANA,20,236.9,213.0,23.9,51,46.0,5.0,49,45.0,4.0,45,38.0,7.0,46,42.0,4.0,43,40.0,3.0
6909,512,695536,ALFREDO GARRIDO TOVAR,RIOFRÍO,OFICIAL,ÚNICA,23,236.5,233.0,3.5,49,50.0,-1.0,49,47.0,2.0,47,45.0,2.0,46,45.0,1.0,42,44.0,-2.0
6926,513,737825,"INSTITUCION EDUCATIVA BARTOLOMÉ LOBOGUERRERO - SEDE
PRINCIPAL",CALI,OFICIAL,ÚNICA,95,236.5,233.0,3.5,50,51.0,-1.0,48,46.0,2.0,45,44.0,1.0,46,45.0,1.0,48,47.0,1.0
6939,515,94995,SAGRADO CORAZON DE JESUS,TRUJILLO,OFICIAL,MAÑANA,42,236.5,223.0,13.5,51,48.0,3.0,47,44.0,3.0,46,44.0,2.0,45,43.0,2.0,48,43.0,5.0
6974,516,739409,JOSE RAMON BEJARANO,BUENAVENTURA,OFICIAL,ÚNICA,32,236.2,233.0,3.2,51,50.0,1.0,45,47.0,-2.0,47,44.0,3.0,46,45.0,1.0,47,47.0,0.0
6982,517,271403,TERESA CALDERÓN DE LASSO,PALMIRA,OFICIAL,MAÑANA,38,236.2,243.0,-6.8,50,52.0,-2.0,45,48.0,-3.0,47,48.0,-1.0,47,47.0,0.0,47,47.0,0.0
6985,518,112029,ATANASIO GIRARDOT,BUENAVENTURA,OFICIAL,MAÑANA,42,235.8,215.0,20.8,50,46.0,4.0,50,44.0,6.0,44,41.0,3.0,46,42.0,4.0,43,40.0,3.0
6987,519,167056,CENT DOC NO 22  GILBERTO ALZATE AVENDAÑO,CAICEDONIA,OFICIAL,MAÑANA,2,235.8,220.0,15.8,52,49.0,3.0,48,41.0,7.0,42,42.0,0.0,49,45.0,4.0,40,41.0,-1.0
6993,520,638056,COL MIXTO FRAY PEÑA,YUMBO,NO OFICIAL,MAÑANA,30,235.8,196.0,39.8,51,45.0,6.0,47,36.0,11.0,45,37.0,8.0,46,38.0,8.0,46,42.0,4.0
6994,521,172957,"COL SERVICIOS EDUC PARA EL DESARROLLO INTEGL  SEDI  - SEDE
PRINCIPAL",CARTAGO,NO OFICIAL,MAÑANA,22,235.8,233.0,2.8,52,50.0,2.0,46,46.0,0.0,43,45.0,-2.0,46,45.0,1.0,52,47.0,5.0
7004,522,111864,GIMNASIO DEL DAGUA BORRERO AYERBE,DAGUA,OFICIAL,MAÑANA,43,235.8,238.0,-2.2,49,51.0,-2.0,49,48.0,1.0,45,46.0,-1.0,46,46.0,0.0,46,47.0,-1.0
7024,523,734962,"INSTITUCION EDUCATIVA GENERAL FRANCISCO DE PAULA
SANTANDER - SEDE PRINCIPAL",CALI,OFICIAL,ÚNICA,83,235.8,236.0,-0.2,50,50.0,0.0,48,48.0,0.0,44,44.0,0.0,46,46.0,0.0,49,50.0,-1.0
7029,524,136473,MANUEL DOLORES MONDRAGON,BOLÍVAR,OFICIAL,MAÑANA,6,235.8,237.0,-1.2,49,55.0,-6.0,49,49.0,0.0,46,43.0,3.0,46,44.0,2.0,43,42.0,1.0
7030,525,671297,PRIMITIVO CRESPO,RIOFRÍO,OFICIAL,ÚNICA,42,235.8,222.0,13.8,51,48.0,3.0,49,46.0,3.0,44,41.0,3.0,45,43.0,2.0,46,42.0,4.0
7031,526,105668,RODRIGO LLOREDA CAICEDO,CANDELARIA,OFICIAL,MAÑANA,91,235.8,221.0,14.8,51,48.0,3.0,47,44.0,3.0,45,41.0,4.0,46,44.0,2.0,46,43.0,3.0
7059,528,149716,DEL VALLE,PALMIRA,OFICIAL,MAÑANA,75,235.4,235.0,0.4,50,51.0,-1.0,46,47.0,-1.0,44,43.0,1.0,48,47.0,1.0,48,46.0,2.0
7090,529,69831,ARTURO GOMEZ JARAMILLO,ALCALÁ,OFICIAL,MAÑANA,47,235.0,213.0,22.0,50,47.0,3.0,47,43.0,4.0,46,40.0,6.0,45,41.0,4.0,47,40.0,7.0
7099,530,125336,COLEGIO PUERTA DEL SOL,CALI,NO OFICIAL,MAÑANA,45,235.0,222.0,13.0,51,48.0,3.0,46,44.0,2.0,45,41.0,4.0,46,44.0,2.0,47,45.0,2.0
7129,531,269332,INSTITUTO TECNICO AGRICOLA,GUADALAJARA DE BUGA,OFICIAL,ÚNICA,67,235.0,235.0,0.0,50,50.0,0.0,47,46.0,1.0,44,46.0,-2.0,47,46.0,1.0,47,46.0,1.0
7145,533,753434,CENTRO EDUCATIVO BAHIA BUENAVENTURA - SEDE PRINCIPAL,BUENAVENTURA,NO OFICIAL,MAÑANA,19,234.6,245.0,-10.4,50,52.0,-2.0,48,50.0,-2.0,44,48.0,-4.0,45,46.0,-1.0,49,48.0,1.0
7170,534,18200,INSTITUCION EDUCATIVA ANTONIO NARIÑO,BUGALAGRANDE,OFICIAL,MAÑANA,83,234.6,246.0,-11.4,51,54.0,-3.0,47,50.0,-3.0,45,46.0,-1.0,45,47.0,-2.0,46,49.0,-3.0
7176,535,118448,INSTITUCION EDUCATIVA LA ANUNCIACION - SEDE PRINCIPAL,CALI,OFICIAL,MAÑANA,45,234.6,218.0,16.6,50,47.0,3.0,47,42.0,5.0,46,43.0,3.0,45,43.0,2.0,46,42.0,4.0
7177,536,140517,INSTITUTO ANDRES BELLO COLOMBO AMERICANO,CALI,NO OFICIAL,MAÑANA,35,234.6,223.0,11.6,50,49.0,1.0,45,44.0,1.0,46,42.0,4.0,47,43.0,4.0,46,45.0,1.0
7178,537,718973,JOSE MARIA CABAL,CALI,OFICIAL,ÚNICA,93,234.6,223.0,11.6,50,49.0,1.0,46,44.0,2.0,45,42.0,3.0,47,44.0,3.0,46,44.0,2.0
7182,538,738807,SANTA TERESITA,LA VICTORIA,OFICIAL,ÚNICA,34,234.6,231.0,3.6,51,50.0,1.0,47,48.0,-1.0,44,42.0,2.0,46,45.0,1.0,46,45.0,1.0
